movie,year,imdb,metascore,votes
Kong: Skull Island,-2017,6.6,62,259040
Kingsman: The Golden Circle,-2017,6.7,44,257713
Pirates of the Caribbean: Dead Men Tell No Tales,-2017,6.6,39,250646
Alien: Covenant,-2017,6.4,65,245070
The Greatest Showman,-2017,7.6,48,221589
Lady Bird,-2017,7.4,94,221378
War for the Planet of the Apes,-2017,7.4,82,219240
Murder on the Orient Express,-2017,6.5,52,199576
Life,(I) (2017),6.6,54,198876
The Fate of the Furious,-2017,6.7,56,196796
Call Me by Your Name,-2017,7.9,93,193358
Wind River,-2017,7.7,73,191770
Ghost in the Shell,-2017,6.3,52,189722
King Arthur: Legend of the Sword,-2017,6.7,41,184457
Mother!,-2017,6.6,75,181314
The Hitman's Bodyguard,-2017,6.9,47,178448
"I, Tonya",-2017,7.5,77,169511
Atomic Blonde,-2017,6.7,63,167674
The Mummy,-2017,5.4,34,167182
Bright,(I) (2017),6.3,29,162263
Darkest Hour,-2017,7.4,75,162147
Valerian and the City of a Thousand Planets,-2017,6.5,51,155308
Baywatch,-2017,5.5,37,153896
American Made,-2017,7.2,65,151013
Logan,-2017,8.1,77,618627
Thor: Ragnarok,-2017,7.9,74,554716
Guardians of the Galaxy Vol. 2,-2017,7.6,67,542019
Star Wars: Episode VIII - The Last Jedi,-2017,7,84,541287
Wonder Woman,-2017,7.4,76,529389
Dunkirk,-2017,7.9,94,520566
Spider-Man: Homecoming,-2017,7.4,73,486778
Get Out,(I) (2017),7.7,85,462892
It,(I) (2017),7.3,69,435841
Blade Runner 2049,-2017,8,81,432719
Baby Driver,-2017,7.6,86,413482
"Three Billboards Outside Ebbing, Missouri",-2017,8.2,88,401852
Justice League,-2017,6.4,45,365581
The Shape of Water,-2017,7.3,87,351980
John Wick: Chapter 2,-2017,7.5,75,345750
Coco,(I) (2017),8.4,81,342198
Jumanji: Welcome to the Jungle,-2017,6.9,58,302748
Beauty and the Beast,(I) (2017),7.1,65,260416
Kong: Skull Island,-2017,6.6,62,259040
Kingsman: The Golden Circle,-2017,6.7,44,257713
Pirates of the Caribbean: Dead Men Tell No Tales,-2017,6.6,39,250646
Alien: Covenant,-2017,6.4,65,245070
The Greatest Showman,-2017,7.6,48,221589
Lady Bird,-2017,7.4,94,221378
War for the Planet of the Apes,-2017,7.4,82,219240
Murder on the Orient Express,-2017,6.5,52,199576
Life,(I) (2017),6.6,54,198876
The Fate of the Furious,-2017,6.7,56,196796
Call Me by Your Name,-2017,7.9,93,193358
Wind River,-2017,7.7,73,191770
Ghost in the Shell,-2017,6.3,52,189722
King Arthur: Legend of the Sword,-2017,6.7,41,184457
Mother!,-2017,6.6,75,181314
The Hitman's Bodyguard,-2017,6.9,47,178448
"I, Tonya",-2017,7.5,77,169511
Atomic Blonde,-2017,6.7,63,167674
The Mummy,-2017,5.4,34,167182
Bright,(I) (2017),6.3,29,162263
Darkest Hour,-2017,7.4,75,162147
Valerian and the City of a Thousand Planets,-2017,6.5,51,155308
Baywatch,-2017,5.5,37,153896
American Made,-2017,7.2,65,151013
